153. Danh mục xã, phường cũ
Mã|Tên|Huyện|Tỉnh
153.00008665|Xã Thạch Đồng|Huyện Thanh Thủy|Tỉnh Phú Thọ
153.00008668|Xã Xuân Lộc|Huyện Thanh Thủy|Tỉnh Phú Thọ
153.00008671|Xã Tân Phương|Huyện Thanh Thủy|Tỉnh Phú Thọ
153.00008674|Thị trấn Thanh Thủy|Huyện Thanh Thủy|Tỉnh Phú Thọ
153.00008677|Xã Sơn Thủy|Huyện Thanh Thủy|Tỉnh Phú Thọ
153.00008680|Xã Bảo Yên|Huyện Thanh Thủy|Tỉnh Phú Thọ
153.00008683|Xã Đoan Hạ|Huyện Thanh Thủy|Tỉnh Phú Thọ
153.00008686|Xã Đồng Trung|Huyện Thanh Thủy|Tỉnh Phú Thọ
153.00008689|Xã Hòang Xá|Huyện Thanh Thủy|Tỉnh Phú Thọ
153.00008701|Xã Tu Vũ|Huyện Thanh Thủy|Tỉnh Phú Thọ
153.00008545|Xã Thu Cúc|Huyện Tân Sơn|Tỉnh Phú Thọ
153.00008548|Xã Thạch Kiệt|Huyện Tân Sơn|Tỉnh Phú Thọ
153.00008551|Xã Thu Ngạc|Huyện Tân Sơn|Tỉnh Phú Thọ
153.00008554|Xã Kiệt Sơn|Huyện Tân Sơn|Tỉnh Phú Thọ
153.00008557|Xã Đồng Sơn|Huyện Tân Sơn|Tỉnh Phú Thọ
153.00008560|Xã Lai Đồng|Huyện Tân Sơn|Tỉnh Phú Thọ
153.00008566|Xã Tân Phú|Huyện Tân Sơn|Tỉnh Phú Thọ
153.00008569|Xã Mỹ Thuận|Huyện Tân Sơn|Tỉnh Phú Thọ
153.00008578|Xã Tân Sơn|Huyện Tân Sơn|Tỉnh Phú Thọ
153.00008590|Xã Xuân Đài|Huyện Tân Sơn|Tỉnh Phú Thọ
153.00008593|Xã Minh Đài|Huyện Tân Sơn|Tỉnh Phú Thọ
153.00008596|Xã Văn Luông|Huyện Tân Sơn|Tỉnh Phú Thọ
153.00008599|Xã Xuân Sơn|Huyện Tân Sơn|Tỉnh Phú Thọ
153.00008608|Xã Long Cốc|Huyện Tân Sơn|Tỉnh Phú Thọ
153.00008617|Xã Kim Thượng|Huyện Tân Sơn|Tỉnh Phú Thọ
153.00008620|Xã Tam Thanh|Huyện Tân Sơn|Tỉnh Phú Thọ
153.00008626|Xã Vinh Tiền|Huyện Tân Sơn|Tỉnh Phú Thọ
153.00008707|Phường Tích Sơn|Thành phố Vĩnh Yên|Tỉnh Vĩnh Phúc
153.00008710|Phường Liên Bảo|Thành phố Vĩnh Yên|Tỉnh Vĩnh Phúc
153.00008713|Phường Hội Hợp|Thành phố Vĩnh Yên|Tỉnh Vĩnh Phúc
153.00008716|Phường Đống Đa|Thành phố Vĩnh Yên|Tỉnh Vĩnh Phúc
153.00008719|Phường Ngô Quyền|Thành phố Vĩnh Yên|Tỉnh Vĩnh Phúc
153.00008722|Phường Đồng Tâm|Thành phố Vĩnh Yên|Tỉnh Vĩnh Phúc
153.00008725|Xã Định Trung|Thành phố Vĩnh Yên|Tỉnh Vĩnh Phúc
153.00008728|Phường Khai Quang|Thành phố Vĩnh Yên|Tỉnh Vĩnh Phúc
153.00008731|Xã Thanh Trù|Thành phố Vĩnh Yên|Tỉnh Vĩnh Phúc
153.00008734|Phường Trưng Trắc|Thành phố Phúc Yên|Tỉnh Vĩnh Phúc
153.00008737|Phường Hùng Vương|Thành phố Phúc Yên|Tỉnh Vĩnh Phúc
153.00008740|Phường Trưng Nhị|Thành phố Phúc Yên|Tỉnh Vĩnh Phúc
153.00008743|Phường Phúc Thắng|Thành phố Phúc Yên|Tỉnh Vĩnh Phúc
153.00008746|Phường Xuân Hòa|Thành phố Phúc Yên|Tỉnh Vĩnh Phúc
153.00008747|Phường Đồng Xuân|Thành phố Phúc Yên|Tỉnh Vĩnh Phúc
153.00008749|Xã Ngọc Thanh|Thành phố Phúc Yên|Tỉnh Vĩnh Phúc
153.00008752|Xã Cao Minh|Thành phố Phúc Yên|Tỉnh Vĩnh Phúc
153.00008755|Phường Nam Viêm|Thành phố Phúc Yên|Tỉnh Vĩnh Phúc
153.00008758|Phường Tiền Châu|Thành phố Phúc Yên|Tỉnh Vĩnh Phúc
153.00008761|Thị trấn Lập Thạch|Huyện Lập Thạch|Tỉnh Vĩnh Phúc
153.00008764|Xã Quang Sơn|Huyện Lập Thạch|Tỉnh Vĩnh Phúc
153.00008767|Xã Ngọc Mỹ|Huyện Lập Thạch|Tỉnh Vĩnh Phúc
153.00008770|Xã Hợp Lý|Huyện Lập Thạch|Tỉnh Vĩnh Phúc
153.00008785|Xã Bắc Bình|Huyện Lập Thạch|Tỉnh Vĩnh Phúc
153.00008788|Xã Thái Hòa|Huyện Lập Thạch|Tỉnh Vĩnh Phúc
153.00008789|Thị trấn Hoa Sơn|Huyện Lập Thạch|Tỉnh Vĩnh Phúc
153.00008791|Xã Liễn Sơn|Huyện Lập Thạch|Tỉnh Vĩnh Phúc
153.00008794|Xã Xuân Hòa|Huyện Lập Thạch|Tỉnh Vĩnh Phúc
153.00008797|Xã Vân Trục|Huyện Lập Thạch|Tỉnh Vĩnh Phúc
153.00008812|Xã Liên Hòa|Huyện Lập Thạch|Tỉnh Vĩnh Phúc
153.00008815|Xã Tử Du|Huyện Lập Thạch|Tỉnh Vĩnh Phúc
153.00008833|Xã Bàn Giản|Huyện Lập Thạch|Tỉnh Vĩnh Phúc
153.00008836|Xã Xuân Lôi|Huyện Lập Thạch|Tỉnh Vĩnh Phúc
153.00008839|Xã Đồng Ích|Huyện Lập Thạch|Tỉnh Vĩnh Phúc
153.00008842|Xã Tiên Lữ|Huyện Lập Thạch|Tỉnh Vĩnh Phúc
153.00008845|Xã Văn Quán|Huyện Lập Thạch|Tỉnh Vĩnh Phúc
153.00008857|Xã Đình Chu|Huyện Lập Thạch|Tỉnh Vĩnh Phúc
153.00008863|Xã Triệu Đề|Huyện Lập Thạch|Tỉnh Vĩnh Phúc
153.00008866|Xã Sơn Đông|Huyện Lập Thạch|Tỉnh Vĩnh Phúc
153.00008869|Thị trấn Hợp Hòa|Huyện Tam Dương|Tỉnh Vĩnh Phúc
153.00008872|Xã Hòang Hoa|Huyện Tam Dương|Tỉnh Vĩnh Phúc
153.00008875|Xã Đồng Tĩnh|Huyện Tam Dương|Tỉnh Vĩnh Phúc
153.00008878|Xã Kim Long|Huyện Tam Dương|Tỉnh Vĩnh Phúc
153.00008881|Xã Hướng Đạo|Huyện Tam Dương|Tỉnh Vĩnh Phúc
153.00008884|Xã Đạo Tú|Huyện Tam Dương|Tỉnh Vĩnh Phúc
153.00008887|Xã An Hòa|Huyện Tam Dương|Tỉnh Vĩnh Phúc
153.00008890|Xã Thanh Vân|Huyện Tam Dương|Tỉnh Vĩnh Phúc
153.00008893|Xã Duy Phiên|Huyện Tam Dương|Tỉnh Vĩnh Phúc
153.00008896|Xã Hòang Đan|Huyện Tam Dương|Tỉnh Vĩnh Phúc
153.00008899|Xã Hòang Lâu|Huyện Tam Dương|Tỉnh Vĩnh Phúc
153.00008902|Xã Vân Hội|Huyện Tam Dương|Tỉnh Vĩnh Phúc
153.00008905|Xã Hợp Thịnh|Huyện Tam Dương|Tỉnh Vĩnh Phúc
153.00008908|Thị trấn Tam Đảo|Huyện Tam Đảo|Tỉnh Vĩnh Phúc
153.00008911|Thị trấn Hợp Châu|Huyện Tam Đảo|Tỉnh Vĩnh Phúc
153.00008914|Xã Đạo Trù|Huyện Tam Đảo|Tỉnh Vĩnh Phúc
153.00008917|Xã Yên Dương|Huyện Tam Đảo|Tỉnh Vĩnh Phúc
153.00008920|Xã Bồ Lý|Huyện Tam Đảo|Tỉnh Vĩnh Phúc
153.00008923|Thị trấn Đại Đình|Huyện Tam Đảo|Tỉnh Vĩnh Phúc
153.00008926|Xã Tam Quan|Huyện Tam Đảo|Tỉnh Vĩnh Phúc
153.00008929|Xã Hồ Sơn|Huyện Tam Đảo|Tỉnh Vĩnh Phúc
153.00008932|Xã Minh Quang|Huyện Tam Đảo|Tỉnh Vĩnh Phúc
153.00008935|Thị trấn Hương Canh|Huyện Bình Xuyên|Tỉnh Vĩnh Phúc
153.00008936|Thị trấn Gia Khánh|Huyện Bình Xuyên|Tỉnh Vĩnh Phúc
153.00008938|Xã Trung Mỹ|Huyện Bình Xuyên|Tỉnh Vĩnh Phúc
153.00008944|Thị trấn Bá Hiến|Huyện Bình Xuyên|Tỉnh Vĩnh Phúc
153.00008947|Xã Thiện Kế|Huyện Bình Xuyên|Tỉnh Vĩnh Phúc
153.00008950|Xã Hương Sơn|Huyện Bình Xuyên|Tỉnh Vĩnh Phúc
153.00008953|Xã Tam Hợp|Huyện Bình Xuyên|Tỉnh Vĩnh Phúc
153.00008956|Xã Quất Lưu|Huyện Bình Xuyên|Tỉnh Vĩnh Phúc
153.00008959|Xã Sơn Lôi|Huyện Bình Xuyên|Tỉnh Vĩnh Phúc
153.00008962|Thị trấn Đạo Đức|Huyện Bình Xuyên|Tỉnh Vĩnh Phúc
153.00008965|Xã Tân Phong|Huyện Bình Xuyên|Tỉnh Vĩnh Phúc
153.00008968|Thị trấn Thanh Lãng|Huyện Bình Xuyên|Tỉnh Vĩnh Phúc
153.00008971|Xã Phú Xuân|Huyện Bình Xuyên|Tỉnh Vĩnh Phúc
153.00009025|Thị trấn Yên Lạc|Huyện Yên Lạc|Tỉnh Vĩnh Phúc
153.00009028|Xã Đồng Cương|Huyện Yên Lạc|Tỉnh Vĩnh Phúc
153.00009031|Xã Đồng Văn|Huyện Yên Lạc|Tỉnh Vĩnh Phúc
153.00009034|Xã Bình Định|Huyện Yên Lạc|Tỉnh Vĩnh Phúc
153.00009037|Xã Trung Nguyên|Huyện Yên Lạc|Tỉnh Vĩnh Phúc
153.00009040|Xã Tề Lỗ|Huyện Yên Lạc|Tỉnh Vĩnh Phúc
153.00009043|Xã Tam Hồng|Huyện Yên Lạc|Tỉnh Vĩnh Phúc
153.00009046|Xã Yên Đồng|Huyện Yên Lạc|Tỉnh Vĩnh Phúc
153.00009049|Xã Văn Tiến|Huyện Yên Lạc|Tỉnh Vĩnh Phúc
153.00009052|Xã Nguyệt Đức|Huyện Yên Lạc|Tỉnh Vĩnh Phúc
153.00009055|Xã Yên Phương|Huyện Yên Lạc|Tỉnh Vĩnh Phúc
153.00009058|Xã Hồng Phương|Huyện Yên Lạc|Tỉnh Vĩnh Phúc
153.00009061|Xã Trung Kiên|Huyện Yên Lạc|Tỉnh Vĩnh Phúc
153.00009064|Xã Liên Châu|Huyện Yên Lạc|Tỉnh Vĩnh Phúc
153.00009067|Xã Đại Tự|Huyện Yên Lạc|Tỉnh Vĩnh Phúc
153.00009070|Xã Hồng Châu|Huyện Yên Lạc|Tỉnh Vĩnh Phúc
153.00009073|Xã Trung Hà|Huyện Yên Lạc|Tỉnh Vĩnh Phúc
153.00009076|Thị trấn Vĩnh Tường|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009079|Xã Kim Xá|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009082|Xã Yên Bình|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009085|Xã Chấn Hưng|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009088|Xã Nghĩa Hưng|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009091|Xã Yên Lập|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009094|Xã Việt Xuân|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009097|Xã Bồ Sao|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009100|Xã Đại Đồng|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009103|Xã Tân Tiến|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009106|Xã Lũng Hòa|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009109|Xã Cao Đại|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009112|Thị Trấn Thổ Tang|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009115|Xã Vĩnh Sơn|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009118|Xã Bình Dương|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009124|Xã Tân Phú|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009127|Xã Thượng Trưng|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009130|Xã Vũ Di|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009133|Xã Lý Nhân|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009136|Xã Tuân Chính|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009139|Xã Vân Xuân|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009142|Xã Tam Phúc|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009145|Thị trấn Tứ Trưng|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009148|Xã Ngũ Kiên|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009151|Xã An Tường|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009154|Xã Vĩnh Thịnh|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009157|Xã Phú Đa|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00009160|Xã Vĩnh Ninh|Huyện Vĩnh Tường|Tỉnh Vĩnh Phúc
153.00008773|Xã Lãng Công|Huyện Sông Lô|Tỉnh Vĩnh Phúc
153.00008776|Xã Quang Yên|Huyện Sông Lô|Tỉnh Vĩnh Phúc
153.00008779|Xã Bạch Lưu|Huyện Sông Lô|Tỉnh Vĩnh Phúc
153.00008782|Xã Hải Lựu|Huyện Sông Lô|Tỉnh Vĩnh Phúc
153.00008800|Xã Đồng Quế|Huyện Sông Lô|Tỉnh Vĩnh Phúc
153.00008803|Xã Nhân Đạo|Huyện Sông Lô|Tỉnh Vĩnh Phúc
153.00008806|Xã Đôn Nhân|Huyện Sông Lô|Tỉnh Vĩnh Phúc
153.00008809|Xã Phương Khoan|Huyện Sông Lô|Tỉnh Vĩnh Phúc
153.00008818|Xã Tân Lập|Huyện Sông Lô|Tỉnh Vĩnh Phúc
153.00008821|Xã Nhạo Sơn|Huyện Sông Lô|Tỉnh Vĩnh Phúc
153.00008824|Thị trấn Tam Sơn|Huyện Sông Lô|Tỉnh Vĩnh Phúc
153.00008827|Xã Như Thụy|Huyện Sông Lô|Tỉnh Vĩnh Phúc
153.00008830|Xã Yên Thạch|Huyện Sông Lô|Tỉnh Vĩnh Phúc
153.00008848|Xã Đồng Thịnh|Huyện Sông Lô|Tỉnh Vĩnh Phúc
153.00008851|Xã Tứ Yên|Huyện Sông Lô|Tỉnh Vĩnh Phúc
153.00008854|Xã Đức Bác|Huyện Sông Lô|Tỉnh Vĩnh Phúc
153.00008860|Xã Cao Phong|Huyện Sông Lô|Tỉnh Vĩnh Phúc
153.00009163|Phường Vũ Ninh|Thành phố Bắc Ninh|Tỉnh Bắc Ninh
153.00009166|Phường Đáp Cầu|Thành phố Bắc Ninh|Tỉnh Bắc Ninh
153.00009169|Phường Thị Cầu|Thành phố Bắc Ninh|Tỉnh Bắc Ninh
153.00009172|Phường Kinh Bắc|Thành phố Bắc Ninh|Tỉnh Bắc Ninh
153.00009175|Phường Vệ An|Thành phố Bắc Ninh|Tỉnh Bắc Ninh
153.00009178|Phường Tiền An|Thành phố Bắc Ninh|Tỉnh Bắc Ninh
153.00009181|Phường Đại Phúc|Thành phố Bắc Ninh|Tỉnh Bắc Ninh
153.00009184|Phường Ninh Xá|Thành phố Bắc Ninh|Tỉnh Bắc Ninh
153.00009187|Phường Suối Hoa|Thành phố Bắc Ninh|Tỉnh Bắc Ninh
153.00009190|Phường Võ Cường|Thành phố Bắc Ninh|Tỉnh Bắc Ninh
153.00009214|Phường Hòa Long|Thành phố Bắc Ninh|Tỉnh Bắc Ninh
153.00009226|Phường Vạn An|Thành phố Bắc Ninh|Tỉnh Bắc Ninh
153.00009235|Phường Khúc Xuyên|Thành phố Bắc Ninh|Tỉnh Bắc Ninh
153.00009244|Phường Phong Khê|Thành phố Bắc Ninh|Tỉnh Bắc Ninh
153.00009256|Phường Kim Chân|Thành phố Bắc Ninh|Tỉnh Bắc Ninh
153.00009271|Phường Vân Dương|Thành phố Bắc Ninh|Tỉnh Bắc Ninh
153.00009286|Phường Nam Sơn|Thành phố Bắc Ninh|Tỉnh Bắc Ninh
153.00009325|Phường Khắc Niệm|Thành phố Bắc Ninh|Tỉnh Bắc Ninh
153.00009331|Phường Hạp Lĩnh|Thành phố Bắc Ninh|Tỉnh Bắc Ninh
153.00009193|Thị trấn Chờ|Huyện Yên Phong|Tỉnh Bắc Ninh
153.00009196|Xã Dũng Liệt|Huyện Yên Phong|Tỉnh Bắc Ninh
153.00009199|Xã Tam Đa|Huyện Yên Phong|Tỉnh Bắc Ninh
153.00009202|Xã Tam Giang|Huyện Yên Phong|Tỉnh Bắc Ninh
153.00009205|Xã Yên Trung|Huyện Yên Phong|Tỉnh Bắc Ninh
153.00009208|Xã Thụy Hòa|Huyện Yên Phong|Tỉnh Bắc Ninh
153.00009211|Xã Hòa Tiến|Huyện Yên Phong|Tỉnh Bắc Ninh
153.00009217|Xã Đông Tiến|Huyện Yên Phong|Tỉnh Bắc Ninh
153.00009220|Xã Yên Phụ|Huyện Yên Phong|Tỉnh Bắc Ninh
153.00009223|Xã Trung Nghĩa|Huyện Yên Phong|Tỉnh Bắc Ninh
153.00009229|Xã Đông Phong|Huyện Yên Phong|Tỉnh Bắc Ninh
153.00009232|Xã Long Châu|Huyện Yên Phong|Tỉnh Bắc Ninh
153.00009238|Xã Văn Môn|Huyện Yên Phong|Tỉnh Bắc Ninh
153.00009241|Xã Đông Thọ|Huyện Yên Phong|Tỉnh Bắc Ninh
153.00009247|Thị trấn Phố Mới|Huyện Quế Võ|Tỉnh Bắc Ninh
153.00009250|Xã Việt Thống|Huyện Quế Võ|Tỉnh Bắc Ninh
153.00009253|Xã Đại Xuân|Huyện Quế Võ|Tỉnh Bắc Ninh
153.00009259|Xã Nhân Hòa|Huyện Quế Võ|Tỉnh Bắc Ninh
153.00009262|Xã Bằng An|Huyện Quế Võ|Tỉnh Bắc Ninh
153.00009265|Xã Phương Liễu|Huyện Quế Võ|Tỉnh Bắc Ninh
153.00009268|Xã Quế Tân|Huyện Quế Võ|Tỉnh Bắc Ninh
153.00009274|Xã Phù Lương|Huyện Quế Võ|Tỉnh Bắc Ninh
153.00009277|Xã Phù Lãng|Huyện Quế Võ|Tỉnh Bắc Ninh
153.00009280|Xã Phượng Mao|Huyện Quế Võ|Tỉnh Bắc Ninh
153.00009283|Xã Việt Hùng|Huyện Quế Võ|Tỉnh Bắc Ninh
153.00009289|Xã Ngọc Xá|Huyện Quế Võ|Tỉnh Bắc Ninh
153.00009292|Xã Châu Phong|Huyện Quế Võ|Tỉnh Bắc Ninh
153.00009295|Xã Bồng Lai|Huyện Quế Võ|Tỉnh Bắc Ninh
153.00009298|Xã Cách Bi|Huyện Quế Võ|Tỉnh Bắc Ninh
153.00009301|Xã Đào Viên|Huyện Quế Võ|Tỉnh Bắc Ninh
153.00009304|Xã Yên Giả|Huyện Quế Võ|Tỉnh Bắc Ninh
153.00009307|Xã Mộ Đạo|Huyện Quế Võ|Tỉnh Bắc Ninh
153.00009310|Xã Đức Long|Huyện Quế Võ|Tỉnh Bắc Ninh
153.00009313|Xã Chi Lăng|Huyện Quế Võ|Tỉnh Bắc Ninh
153.00009316|Xã Hán Quảng|Huyện Quế Võ|Tỉnh Bắc Ninh
153.00009319|Thị trấn Lim|Huyện Tiên Du|Tỉnh Bắc Ninh
153.00009322|Xã Phú Lâm|Huyện Tiên Du|Tỉnh Bắc Ninh
153.00009328|Xã Nội Duệ|Huyện Tiên Du|Tỉnh Bắc Ninh
153.00009334|Xã Liên Bão|Huyện Tiên Du|Tỉnh Bắc Ninh
153.00009337|Xã Hiên Vân|Huyện Tiên Du|Tỉnh Bắc Ninh
153.00009340|Xã Hòan Sơn|Huyện Tiên Du|Tỉnh Bắc Ninh
153.00009343|Xã Lạc Vệ|Huyện Tiên Du|Tỉnh Bắc Ninh
153.00009346|Xã Việt Đòan|Huyện Tiên Du|Tỉnh Bắc Ninh
153.00009349|Xã Phật Tích|Huyện Tiên Du|Tỉnh Bắc Ninh
153.00009352|Xã Tân Chi|Huyện Tiên Du|Tỉnh Bắc Ninh
153.00009355|Xã Đại Đồng|Huyện Tiên Du|Tỉnh Bắc Ninh
153.00009358|Xã Tri Phương|Huyện Tiên Du|Tỉnh Bắc Ninh
153.00009361|Xã Minh Đạo|Huyện Tiên Du|Tỉnh Bắc Ninh
153.00009364|Xã Cảnh Hưng|Huyện Tiên Du|Tỉnh Bắc Ninh
153.00009367|Phường Đông Ngàn|Thành phố Từ Sơn|Tỉnh Bắc Ninh
153.00009370|Phường Tam Sơn|Thành phố Từ Sơn|Tỉnh Bắc Ninh
153.00009373|Phường Hương Mạc|Thành phố Từ Sơn|Tỉnh Bắc Ninh
153.00009376|Phường Tương Giang|Thành phố Từ Sơn|Tỉnh Bắc Ninh
153.00009379|Phường Phù Khê|Thành phố Từ Sơn|Tỉnh Bắc Ninh
153.00009382|Phường Đồng Kỵ|Thành phố Từ Sơn|Tỉnh Bắc Ninh
153.00009383|Phường Trang Hạ|Thành phố Từ Sơn|Tỉnh Bắc Ninh
153.00009385|Phường Đồng Nguyên|Thành phố Từ Sơn|Tỉnh Bắc Ninh
153.00009388|Phường Châu Khê|Thành phố Từ Sơn|Tỉnh Bắc Ninh
153.00009391|Phường Tân Hồng|Thành phố Từ Sơn|Tỉnh Bắc Ninh
153.00009394|Phường Đình Bảng|Thành phố Từ Sơn|Tỉnh Bắc Ninh
153.00009397|Phường Phù Chẩn|Thành phố Từ Sơn|Tỉnh Bắc Ninh
153.00009400|Thị trấn Hồ|Huyện Thuận Thành|Tỉnh Bắc Ninh
153.00009403|Xã Hòai Thượng|Huyện Thuận Thành|Tỉnh Bắc Ninh
153.00009406|Xã Đại Đồng Thành|Huyện Thuận Thành|Tỉnh Bắc Ninh
153.00009409|Xã Mão Điền|Huyện Thuận Thành|Tỉnh Bắc Ninh
153.00009412|Xã Song Hồ|Huyện Thuận Thành|Tỉnh Bắc Ninh
153.00009415|Xã Đình Tổ|Huyện Thuận Thành|Tỉnh Bắc Ninh
153.00009418|Xã An Bình|Huyện Thuận Thành|Tỉnh Bắc Ninh
153.00009421|Xã Trí Quả|Huyện Thuận Thành|Tỉnh Bắc Ninh
153.00009424|Xã Gia Đông|Huyện Thuận Thành|Tỉnh Bắc Ninh
153.00009427|Xã Thanh Khương|Huyện Thuận Thành|Tỉnh Bắc Ninh
153.00009430|Xã Trạm Lộ|Huyện Thuận Thành|Tỉnh Bắc Ninh
153.00009433|Xã Xuân Lâm|Huyện Thuận Thành|Tỉnh Bắc Ninh
153.00009436|Xã Hà Mãn|Huyện Thuận Thành|Tỉnh Bắc Ninh
153.00009439|Xã Ngũ Thái|Huyện Thuận Thành|Tỉnh Bắc Ninh
153.00009442|Xã Nguyệt Đức|Huyện Thuận Thành|Tỉnh Bắc Ninh
153.00009445|Xã Ninh Xá|Huyện Thuận Thành|Tỉnh Bắc Ninh
153.00009448|Xã Nghĩa Đạo|Huyện Thuận Thành|Tỉnh Bắc Ninh
153.00009451|Xã Song Liễu|Huyện Thuận Thành|Tỉnh Bắc Ninh
153.00009454|Thị trấn Gia Bình|Huyện Gia Bình|Tỉnh Bắc Ninh
153.00009457|Xã Vạn Ninh|Huyện Gia Bình|Tỉnh Bắc Ninh
153.00009460|Xã Thái Bảo|Huyện Gia Bình|Tỉnh Bắc Ninh
153.00009463|Xã Giang Sơn|Huyện Gia Bình|Tỉnh Bắc Ninh
153.00009466|Xã Cao Đức|Huyện Gia Bình|Tỉnh Bắc Ninh
153.00009469|Xã Đại Lai|Huyện Gia Bình|Tỉnh Bắc Ninh
153.00009472|Xã Song Giang|Huyện Gia Bình|Tỉnh Bắc Ninh
153.00009475|Xã Bình Dương|Huyện Gia Bình|Tỉnh Bắc Ninh
153.00009478|Xã Lãng Ngâm|Huyện Gia Bình|Tỉnh Bắc Ninh
153.00009481|Xã Nhân Thắng|Huyện Gia Bình|Tỉnh Bắc Ninh
153.00009484|Xã Xuân Lai|Huyện Gia Bình|Tỉnh Bắc Ninh
153.00009487|Xã Đông Cứu|Huyện Gia Bình|Tỉnh Bắc Ninh
153.00009490|Xã Đại Bái|Huyện Gia Bình|Tỉnh Bắc Ninh
153.00009493|Xã Quỳnh Phú|Huyện Gia Bình|Tỉnh Bắc Ninh
153.00009496|Thị trấn Thứa|Huyện Lương Tài|Tỉnh Bắc Ninh
153.00009499|Xã An Thịnh|Huyện Lương Tài|Tỉnh Bắc Ninh
153.00009502|Xã Trung Kênh|Huyện Lương Tài|Tỉnh Bắc Ninh
153.00009505|Xã Phú Hòa|Huyện Lương Tài|Tỉnh Bắc Ninh
153.00009508|Xã Mỹ Hương|Huyện Lương Tài|Tỉnh Bắc Ninh
153.00009511|Xã Tân Lãng|Huyện Lương Tài|Tỉnh Bắc Ninh
153.00009514|Xã Quảng Phú|Huyện Lương Tài|Tỉnh Bắc Ninh
153.00009517|Xã Trừng Xá|Huyện Lương Tài|Tỉnh Bắc Ninh
153.00009520|Xã Lai Hạ|Huyện Lương Tài|Tỉnh Bắc Ninh
153.00009523|Xã Trung Chính|Huyện Lương Tài|Tỉnh Bắc Ninh
153.00009526|Xã Minh Tân|Huyện Lương Tài|Tỉnh Bắc Ninh
153.00009529|Xã Bình Định|Huyện Lương Tài|Tỉnh Bắc Ninh
153.00009532|Xã Phú Lương|Huyện Lương Tài|Tỉnh Bắc Ninh
153.00009535|Xã Lâm Thao|Huyện Lương Tài|Tỉnh Bắc Ninh
153.00010507|Phường Cẩm Thượng|Thành phố Hải Dương|Tỉnh Hải Dương
153.00010510|Phường Bình Hàn|Thành phố Hải Dương|Tỉnh Hải Dương
153.00010513|Phường Ngọc Châu|Thành phố Hải Dương|Tỉnh Hải Dương
153.00010514|Phường Nhị Châu|Thành phố Hải Dương|Tỉnh Hải Dương
153.00010516|Phường Quang Trung|Thành phố Hải Dương|Tỉnh Hải Dương
153.00010519|Phường Nguyễn Trãi|Thành phố Hải Dương|Tỉnh Hải Dương
153.00010522|Phường Phạm Ngũ Lão|Thành phố Hải Dương|Tỉnh Hải Dương
153.00010525|Phường Trần Hưng Đạo|Thành phố Hải Dương|Tỉnh Hải Dương
153.00010528|Phường Trần Phú|Thành phố Hải Dương|Tỉnh Hải Dương
153.00010531|Phường Thanh Bình|Thành phố Hải Dương|Tỉnh Hải Dương
153.00010532|Phường Tân Bình|Thành phố Hải Dương|Tỉnh Hải Dương
153.00010534|Phường Lê Thanh Nghị|Thành phố Hải Dương|Tỉnh Hải Dương
153.00010537|Phường Hải Tân|Thành phố Hải Dương|Tỉnh Hải Dương
153.00010540|Phường Tứ Minh|Thành phố Hải Dương|Tỉnh Hải Dương
153.00010543|Phường Việt Hòa|Thành phố Hải Dương|Tỉnh Hải Dương
153.00010660|Phường Ái Quốc|Thành phố Hải Dương|Tỉnh Hải Dương
153.00010663|Xã An Thượng|Thành phố Hải Dương|Tỉnh Hải Dương
153.00010672|Phường Nam Đồng|Thành phố Hải Dương|Tỉnh Hải Dương
153.00010822|Xã Quyết Thắng|Thành phố Hải Dương|Tỉnh Hải Dương
153.00010837|Xã Tiền Tiến|Thành phố Hải Dương|Tỉnh Hải Dương
